nct_id,modeltype,spec,term,ref,estimate,std.error,statistic,p.value,lci,uci
NCT00286429,glm,int,(Intercept),placebo,1.776,1.03,1.725,0.085,-0.242,3.794
NCT00286429,glm,int,dpp4,placebo,-0.166,1.273,-0.13,0.896,-2.661,2.33
NCT00286429,glm,int,sex,placebo,-0.544,0.365,-1.489,0.136,-1.26,0.172
NCT00286429,glm,int,age10,placebo,-0.229,0.181,-1.267,0.205,-0.583,0.125
NCT00286429,glm,int,dpp4:sex,placebo,0.436,0.458,0.952,0.341,-0.461,1.333
NCT00286429,glm,int,dpp4:age10,placebo,-0.148,0.226,-0.655,0.513,-0.59,0.295
NCT00286442,glm,int,(Intercept),placebo,-0.879,1.185,-0.742,0.458,-3.203,1.444
NCT00286442,glm,int,dpp4,placebo,-0.105,1.369,-0.077,0.939,-2.788,2.577
NCT00286442,glm,int,sex,placebo,-0.57,0.438,-1.302,0.193,-1.429,0.288
NCT00286442,glm,int,age10,placebo,0.053,0.204,0.259,0.796,-0.347,0.453
NCT00286442,glm,int,dpp4:sex,placebo,0.603,0.51,1.181,0.237,-0.397,1.602
NCT00286442,glm,int,dpp4:age10,placebo,-0.164,0.239,-0.687,0.492,-0.632,0.304
NCT00286455,glm,int,(Intercept),placebo,1.189,1.425,0.834,0.404,-1.605,3.983
NCT00286455,glm,int,dpp4,placebo,0.205,1.646,0.125,0.901,-3.021,3.432
NCT00286455,glm,int,sex,placebo,-0.227,0.531,-0.428,0.669,-1.269,0.814
NCT00286455,glm,int,age10,placebo,-0.308,0.259,-1.188,0.235,-0.816,0.2
NCT00286455,glm,int,dpp4:sex,placebo,0.188,0.627,0.299,0.765,-1.041,1.416
NCT00286455,glm,int,dpp4:age10,placebo,-0.252,0.306,-0.825,0.409,-0.851,0.347
NCT00286468,glm,int,(Intercept),placebo,-0.96,1.217,-0.789,0.43,-3.345,1.425
NCT00286468,glm,int,dpp4,placebo,2.348,1.356,1.731,0.083,-0.31,5.007
NCT00286468,glm,int,sex,placebo,0.153,0.418,0.367,0.713,-0.665,0.972
NCT00286468,glm,int,age10,placebo,0.064,0.209,0.305,0.76,-0.345,0.473
NCT00286468,glm,int,dpp4:sex,placebo,-1.026,0.483,-2.124,0.034,-1.972,-0.079
NCT00286468,glm,int,dpp4:age10,placebo,-0.439,0.233,-1.879,0.06,-0.896,0.019
NCT00286494,glm,int,(Intercept),placebo,-2.615,1.361,-1.922,0.055,-5.283,0.052
NCT00286494,glm,int,dpp4,placebo,3.094,1.543,2.005,0.045,0.069,6.119
NCT00286494,glm,int,sex,placebo,0.145,0.481,0.301,0.763,-0.798,1.087
NCT00286494,glm,int,age10,placebo,0.256,0.229,1.119,0.263,-0.192,0.704
NCT00286494,glm,int,dpp4:sex,placebo,-0.4,0.545,-0.734,0.463,-1.469,0.669
NCT00286494,glm,int,dpp4:age10,placebo,-0.569,0.263,-2.162,0.031,-1.085,-0.053
NCT00707993,glm,int,(Intercept),sulf,3.571,2.445,1.461,0.144,-1.221,8.362
NCT00707993,glm,int,dpp4,sulf,-0.667,3.335,-0.2,0.841,-7.204,5.869
NCT00707993,glm,int,sex,sulf,0.005,0.277,0.016,0.987,-0.538,0.548
NCT00707993,glm,int,age10,sulf,-0.554,0.351,-1.577,0.115,-1.242,0.134
NCT00707993,glm,int,dpp4:sex,sulf,0.225,0.391,0.575,0.565,-0.542,0.992
NCT00707993,glm,int,dpp4:age10,sulf,0.066,0.477,0.138,0.89,-0.87,1.002
NCT00856284,glm,int,(Intercept),sulf,0.728,0.406,1.795,0.073,-0.067,1.523
NCT00856284,glm,int,dpp4,sulf,-0.066,0.494,-0.133,0.894,-1.033,0.902
NCT00856284,glm,int,sex,sulf,-0.161,0.136,-1.186,0.235,-0.427,0.105
NCT00856284,glm,int,age10,sulf,-0.108,0.071,-1.52,0.129,-0.247,0.031
NCT00856284,glm,int,dpp4:sex,sulf,0.217,0.166,1.307,0.191,-0.108,0.543
NCT00856284,glm,int,dpp4:age10,sulf,-0.05,0.087,-0.581,0.561,-0.22,0.119
NCT01023581,glm,int,(Intercept),placebo,-1.005,1.199,-0.838,0.402,-3.354,1.344
NCT01023581,glm,int,biguanide,placebo,0.957,1.519,0.63,0.529,-2.021,3.934
NCT01023581,glm,int,dpp4,placebo,0.05,1.485,0.034,0.973,-2.861,2.961
NCT01023581,glm,int,sex,placebo,-0.207,0.422,-0.49,0.624,-1.033,0.62
NCT01023581,glm,int,age10,placebo,0.043,0.22,0.196,0.845,-0.388,0.474
NCT01023581,glm,int,biguanide:sex,placebo,0.046,0.563,0.081,0.935,-1.058,1.15
NCT01023581,glm,int,dpp4:sex,placebo,0.871,0.52,1.674,0.094,-0.149,1.891
NCT01023581,glm,int,biguanide:age10,placebo,-0.337,0.279,-1.206,0.228,-0.884,0.211
NCT01023581,glm,int,dpp4:age10,placebo,-0.112,0.272,-0.412,0.68,-0.644,0.421
NCT01289119,glm,int,(Intercept),placebo,-0.977,1.353,-0.722,0.47,-3.628,1.674
NCT01289119,glm,int,dpp4,placebo,0.658,1.847,0.356,0.722,-2.962,4.277
NCT01289119,glm,int,sex,placebo,-0.349,0.465,-0.75,0.453,-1.26,0.562
NCT01289119,glm,int,age10,placebo,-0.228,0.243,-0.939,0.348,-0.704,0.248
NCT01289119,glm,int,dpp4:sex,placebo,0.657,0.685,0.958,0.338,-0.686,1.999
NCT01289119,glm,int,dpp4:age10,placebo,-0.242,0.34,-0.712,0.477,-0.908,0.424
NCT01632007,glm,int,(Intercept),placebo,-16.109,1493.702,-0.011,0.991,-2943.765,2911.547
NCT01632007,glm,int,dpp4,placebo,10.272,1493.704,0.007,0.995,-2917.388,2937.932
NCT01632007,glm,int,sex,placebo,15.341,1493.698,0.01,0.992,-2912.307,2942.988
NCT01632007,glm,int,age10,placebo,-0.215,0.542,-0.397,0.692,-1.277,0.847
NCT01632007,glm,int,dpp4:sex,placebo,-13.982,1493.698,-0.009,0.993,-2941.63,2913.667
NCT01632007,glm,int,dpp4:age10,placebo,0.533,0.632,0.844,0.399,-0.705,1.771
NCT01890122,glm,int,(Intercept),placebo,0.998,0.923,1.081,0.28,-0.811,2.806
NCT01890122,glm,int,dpp4,placebo,-0.159,1.466,-0.109,0.913,-3.032,2.713
NCT01890122,glm,int,biguanide,placebo,-0.79,1.479,-0.534,0.593,-3.688,2.108
NCT01890122,glm,int,sex,placebo,-0.226,0.34,-0.665,0.506,-0.893,0.44
NCT01890122,glm,int,age10,placebo,-0.287,0.166,-1.728,0.084,-0.613,0.039
NCT01890122,glm,int,dpp4:sex,placebo,-0.567,0.518,-1.094,0.274,-1.582,0.448
NCT01890122,glm,int,biguanide:sex,placebo,-0.367,0.547,-0.671,0.502,-1.439,0.705
NCT01890122,glm,int,dpp4:age10,placebo,-0.024,0.261,-0.091,0.928,-0.535,0.488
NCT01890122,glm,int,biguanide:age10,placebo,0.002,0.27,0.009,0.993,-0.527,0.532
